run_id,model,phase,prompt_idx,prompt_short,t_start_mono,t_end_mono,duration_ms,tokens_per_sec,prompt_tokens,prompt_tokens_per_sec,gen_tokens,gpu_mean_w,gpu_peak_w,gpu_energy_j,cpu_mean_pct,total_tokens,j_per_token,j_per_out_token,reasoning_mode,reasoning_toggle_method,thinking_tokens_est,answer_tokens_est,energy_thinking_j,energy_answer_j,j_per_answer_token,correct
2,qwen2.5:0.5b,load,5,Explain the difference between TCP and UDP in two sentences.,11727.362,11728.707,1345,259.8,41,3355.9,276,49.340,51.310,66.389,,317,0.20942870221410093,0.24053948768793476,n/a,,0,276,0.000,66.389,0.2405,
2,qwen2.5:0.5b,load,6,What are the main advantages of using containers over virtua,11728.954,11730.897,1943,265.3,41,3388.1,411,50.835,55.350,98.779,,452,0.21853689100609222,0.2403374081137559,n/a,,0,411,0.000,98.779,0.2403,
2,qwen2.5:0.5b,load,7,Describe how HTTPS protects data in transit.,11731.075,11732.474,1398,390.4,37,4554.5,390,68.953,81.820,96.439,,427,0.2258525292255152,0.24727956404947432,n/a,,0,390,0.000,96.439,0.2473,
2,qwen2.5:0.5b,load,8,What is gradient descent and why is it used in machine learn,11732.662,11733.722,1059,406.9,42,6001.1,303,82.003,84.360,86.904,,345,0.2518959244960501,0.28681219125787877,n/a,,0,303,0.000,86.904,0.2868,
2,qwen2.5:0.5b,load,9,Summarise the causes of World War I in three bullet points.,11734.243,11735.361,1117,407.4,43,5938.4,316,71.107,83.780,79.470,,359,0.22136489398121162,0.2514873320862499,n/a,,0,316,0.000,79.470,0.2515,
2,qwen2.5:0.5b,load,10,Write a Python function that checks whether a given string i,11735.823,11737.106,1282,406.1,49,4482.1,372,73.207,84.970,93.889,,421,0.2230147931038437,0.25239039757182313,n/a,,0,372,0.000,93.889,0.2524,
2,qwen2.5:0.5b,load,11,Explain how a transformer neural network works. Cover attent,11737.405,11739.504,2099,395.7,48,5606.3,617,84.157,93.210,176.651,,665,0.2656402832188725,0.28630597786150763,n/a,,0,617,0.000,176.651,0.2863,
2,qwen2.5:0.5b,load,12,Write a short story (about 200 words) about a robot who disc,11739.565,11741.331,1765,391.0,52,6622.7,491,88.465,93.780,156.211,,543,0.28768091609485824,0.3181481414246599,n/a,,0,491,0.000,156.211,0.3181,
2,qwen2.5:0.5b,load,13,List and briefly explain ten common software design patterns,11741.676,11743.622,1946,402.5,45,4132.9,586,80.600,94.800,156.899,,631,0.2486518739543243,0.26774630113511716,n/a,,0,586,0.000,156.899,0.2677,
2,qwen2.5:0.5b,load,14,Describe the pros and cons of renewable energy sources: sola,11743.784,11745.380,1595,394.2,50,6862.5,459,87.132,93.250,139.017,,509,0.27311862586835833,0.3028701101677438,n/a,,0,459,0.000,139.017,0.3029,
3,qwen2.5:0.5b,load,0,What is the capital of France?,11745.904,11746.023,119,415.6,36,3385.2,8,66.860,66.860,8.007,,44,0.18196853585355877,1.0008269471945732,n/a,,0,8,0.000,8.007,1.0008,
3,qwen2.5:0.5b,load,1,What year was the C programming language created?,11746.432,11746.684,251,405.6,38,5589.1,52,43.680,43.680,11.007,,90,0.12229743586631958,0.21166863899939928,n/a,,0,52,0.000,11.007,0.2117,
3,qwen2.5:0.5b,load,2,Name three planets in our solar system.,11746.959,11747.808,848,402.3,37,3399.8,235,59.285,69.360,50.286,,272,0.18487416287535807,0.2139820097961591,n/a,,0,235,0.000,50.286,0.2140,
3,qwen2.5:0.5b,load,3,What is 17 multiplied by 23?,11748.021,11748.848,826,382.3,40,3404.1,217,77.910,78.700,64.408,,257,0.25061447027745726,0.2968106859968042,n/a,,0,217,0.000,64.408,0.2968,
3,qwen2.5:0.5b,load,4,"Who wrote the novel ""1984""?",11749.169,11749.522,353,380.6,39,5361.8,75,74.640,74.640,26.350,,114,0.231141789271278,0.3513355196923425,n/a,,0,75,0.000,26.350,0.3513,
3,qwen2.5:0.5b,load,5,Explain the difference between TCP and UDP in two sentences.,11749.701,11750.824,1122,377.4,41,3819.2,297,74.970,84.170,84.173,,338,0.2490331106520407,0.28341141885653115,n/a,,0,297,0.000,84.173,0.2834,
3,qwen2.5:0.5b,load,6,What are the main advantages of using containers over virtua,11751.292,11753.004,1712,360.5,41,5469.1,456,78.897,91.990,135.092,,497,0.27181570011868683,0.2962552696469021,n/a,,0,456,0.000,135.092,0.2963,
3,qwen2.5:0.5b,load,7,Describe how HTTPS protects data in transit.,11753.431,11754.509,1077,378.7,37,5242.6,281,74.930,83.720,80.760,,318,0.2539617885994947,0.28740159706277335,n/a,,0,281,0.000,80.760,0.2874,
3,qwen2.5:0.5b,load,8,What is gradient descent and why is it used in machine learn,11755.042,11757.017,1975,380.1,42,3969.5,553,76.905,92.390,151.903,,595,0.2552996883378277,0.27468953808500446,n/a,,0,553,0.000,151.903,0.2747,
3,qwen2.5:0.5b,load,9,Summarise the causes of World War I in three bullet points.,11757.155,11757.537,381,393.2,43,6006.6,86,89.490,89.490,34.177,,129,0.26493459696059546,0.39740189544089316,n/a,,0,86,0.000,34.177,0.3974,
3,qwen2.5:0.5b,load,10,Write a Python function that checks whether a given string i,11757.684,11759.906,2222,392.9,49,6415.8,636,82.762,92.220,183.902,,685,0.26847049603175355,0.28915454368199867,n/a,,0,636,0.000,183.902,0.2892,
3,qwen2.5:0.5b,load,11,Explain how a transformer neural network works. Cover attent,11760.331,11762.587,2256,391.0,48,6346.9,644,81.956,94.090,184.959,,692,0.26728221727248935,0.28720387321826496,n/a,,0,644,0.000,184.959,0.2872,
3,qwen2.5:0.5b,load,12,Write a short story (about 200 words) about a robot who disc,11762.981,11765.392,2410,368.2,52,6766.0,674,84.770,94.370,204.353,,726,0.2814779793347427,0.30319438130122134,n/a,,0,674,0.000,204.353,0.3032,
3,qwen2.5:0.5b,load,13,List and briefly explain ten common software design patterns,11765.619,11772.063,6444,382.1,45,5843.9,1936,93.903,99.800,605.123,,1981,0.3054632781026565,0.31256340595111703,n/a,,0,1936,0.000,605.123,0.3126,
3,qwen2.5:0.5b,load,14,Describe the pros and cons of renewable energy sources: sola,11772.073,11774.656,2583,397.0,50,6766.4,775,95.614,100.700,247.012,,825,0.29940851151291203,0.31872518967503544,n/a,,0,775,0.000,247.012,0.3187,
0,qwen2.5:3b,idle,-1,IDLE_BASELINE,11803.443,11813.507,10064,0,0,0,0,18.909,24.670,190.303,,0,0,0,n/a,,0,0,0,0,0,
1,qwen2.5:3b,load,0,What is the capital of France?,11813.507,11813.988,480,51.7,36,154.6,8,17.120,17.120,8.232,,44,0.18709166178932224,1.0290041398412724,n/a,,0,8,0.000,8.232,1.0290,
1,qwen2.5:3b,load,1,What year was the C programming language created?,11814.035,11814.525,489,112.5,38,2189.1,40,23.040,23.040,11.284,,78,0.14467145944623133,0.2821093459201511,n/a,,0,40,0.000,11.284,0.2821,
1,qwen2.5:3b,load,2,Name three planets in our solar system.,11814.568,11815.980,1411,112.3,37,2063.5,135,88.097,112.490,124.378,,172,0.7231264135600703,0.9213166157950526,n/a,,0,135,0.000,124.378,0.9213,
1,qwen2.5:3b,load,3,What is 17 multiplied by 23?,11816.153,11816.862,708,113.8,40,2554.6,64,105.675,106.820,74.848,,104,0.7196919331755856,1.1694993914103264,n/a,,0,64,0.000,74.848,1.1695,
1,qwen2.5:3b,load,4,"Who wrote the novel ""1984""?",11817.245,11817.476,230,119.2,39,2475.2,15,87.180,87.180,20.117,,54,0.3725301979892841,1.3411087127614227,n/a,,0,15,0.000,20.117,1.3411,
1,qwen2.5:3b,load,5,Explain the difference between TCP and UDP in two sentences.,11817.773,11818.473,700,114.2,41,2482.1,63,77.290,84.270,54.105,,104,0.520236801354935,0.8588036085859244,n/a,,0,63,0.000,54.105,0.8588,
1,qwen2.5:3b,load,6,What are the main advantages of using containers over virtua,11818.824,11822.773,3949,116.3,41,2471.0,413,116.174,128.240,458.794,,454,1.0105593754626745,1.1108812505086059,n/a,,0,413,0.000,458.794,1.1109,
1,qwen2.5:3b,load,7,Describe how HTTPS protects data in transit.,11823.065,11827.263,4198,116.9,37,2403.1,441,119.646,128.780,502.275,,478,1.050784134068758,1.138945161190173,n/a,,0,441,0.000,502.275,1.1389,
1,qwen2.5:3b,load,8,What is gradient descent and why is it used in machine learn,11827.834,11834.551,6717,115.6,42,2767.7,705,119.412,128.570,802.142,,747,1.0738176349399358,1.1377897493618894,n/a,,0,705,0.000,802.142,1.1378,
1,qwen2.5:3b,load,9,Summarise the causes of World War I in three bullet points.,11834.657,11836.525,1868,118.6,43,2757.3,192,120.770,128.530,225.638,,235,0.9601621665998535,1.1751984851612791,n/a,,0,192,0.000,225.638,1.1752,
1,qwen2.5:3b,load,10,Write a Python function that checks whether a given string i,11836.756,11840.925,4168,114.1,49,3187.5,425,121.340,129.320,505.790,,474,1.0670674000143405,1.1900939943689353,n/a,,0,425,0.000,505.790,1.1901,
1,qwen2.5:3b,load,11,Explain how a transformer neural network works. Cover attent,11840.988,11848.023,7034,113.2,48,2817.4,726,126.614,129.590,890.691,,774,1.1507636285636766,1.2268471742538372,n/a,,0,726,0.000,890.691,1.2268,
1,qwen2.5:3b,load,12,Write a short story (about 200 words) about a robot who disc,11848.381,11851.935,3553,116.4,52,3103.1,371,119.989,131.150,426.430,,423,1.0081081626818247,1.1494063418178215,n/a,,0,371,0.000,426.430,1.1494,
1,qwen2.5:3b,load,13,List and briefly explain ten common software design patterns,11852.065,11856.272,4207,116.0,45,2855.1,436,124.036,127.920,521.834,,481,1.0848929716627222,1.1968658701141501,n/a,,0,436,0.000,521.834,1.1969,
1,qwen2.5:3b,load,14,Describe the pros and cons of renewable energy sources: sola,11856.297,11863.348,7050,111.3,50,3024.2,715,125.885,130.170,887.537,,765,1.160179704773642,1.2413111526599108,n/a,,0,715,0.000,887.537,1.2413,
2,qwen2.5:3b,load,0,What is the capital of France?,11863.657,11863.828,171,125.4,36,2236.5,8,110.490,110.490,18.899,,44,0.4295184342624791,2.362351388443635,n/a,,0,8,0.000,18.899,2.3624,
2,qwen2.5:3b,load,1,What year was the C programming language created?,11864.183,11864.401,218,123.5,38,2487.0,14,68.560,68.560,14.962,,52,0.2877265193437527,1.068698500419653,n/a,,0,14,0.000,14.962,1.0687,
2,qwen2.5:3b,load,2,Name three planets in our solar system.,11864.709,11865.602,893,118.1,37,2404.5,86,69.895,81.580,62.438,,123,0.5076263625163709,0.7260237510408561,n/a,,0,86,0.000,62.438,0.7260,
2,qwen2.5:3b,load,3,What is 17 multiplied by 23?,11865.762,11865.981,219,123.3,40,2623.3,14,112.870,112.870,24.736,,54,0.4580767958418528,1.7668676411042894,n/a,,0,14,0.000,24.736,1.7669,
2,qwen2.5:3b,load,4,"Who wrote the novel ""1984""?",11866.297,11866.572,275,122.6,39,2491.2,20,87.610,87.610,24.107,,59,0.40858992135392636,1.2053402679940828,n/a,,0,20,0.000,24.107,1.2053,
2,qwen2.5:3b,load,5,Explain the difference between TCP and UDP in two sentences.,11866.826,11867.386,560,119.0,41,2714.4,51,81.775,96.240,45.811,,92,0.49794519219227845,0.8982540721899924,n/a,,0,51,0.000,45.811,0.8983,
2,qwen2.5:3b,load,6,What are the main advantages of using containers over virtua,11867.874,11871.856,3981,113.0,41,2704.3,406,115.907,129.970,461.535,,447,1.032517771616786,1.1367868076667569,n/a,,0,406,0.000,461.535,1.1368,
2,qwen2.5:3b,load,7,Describe how HTTPS protects data in transit.,11872.134,11876.430,4296,114.3,37,2308.4,441,121.709,130.080,522.917,,478,1.0939694790214303,1.18575376637697,n/a,,0,441,0.000,522.917,1.1858,
2,qwen2.5:3b,load,8,What is gradient descent and why is it used in machine learn,11876.872,11882.102,5229,114.9,42,2760.4,545,120.720,129.960,631.301,,587,1.0754700094184422,1.158350267025001,n/a,,0,545,0.000,631.301,1.1584,
2,qwen2.5:3b,load,9,Summarise the causes of World War I in three bullet points.,11882.123,11883.891,1768,117.1,43,2802.8,180,125.035,129.350,221.105,,223,0.9915011788286915,1.228359793771101,n/a,,0,180,0.000,221.105,1.2284,
2,qwen2.5:3b,load,10,Write a Python function that checks whether a given string i,11884.225,11888.225,4000,117.0,49,3173.8,418,120.748,129.510,483.029,,467,1.0343230425961114,1.1555714375415884,n/a,,0,418,0.000,483.029,1.1556,
2,qwen2.5:3b,load,11,Explain how a transformer neural network works. Cover attent,11888.460,11895.861,7401,116.6,48,2967.9,787,126.669,131.030,937.535,,835,1.1227969945848122,1.1912776244959569,n/a,,0,787,0.000,937.535,1.1913,
2,qwen2.5:3b,load,12,Write a short story (about 200 words) about a robot who disc,11896.331,11900.273,3942,112.8,52,3352.1,400,117.716,130.570,464.083,,452,1.0267331106494852,1.1602084150339183,n/a,,0,400,0.000,464.083,1.1602,
2,qwen2.5:3b,load,13,List and briefly explain ten common software design patterns,11900.557,11905.482,4925,113.7,45,2833.8,506,123.163,130.360,606.624,,551,1.100950590330334,1.198861215952597,n/a,,0,506,0.000,606.624,1.1989,
2,qwen2.5:3b,load,14,Describe the pros and cons of renewable energy sources: sola,11905.824,11912.440,6616,115.5,50,3040.3,696,124.872,131.140,826.240,,746,1.107560515518294,1.187126644506677,n/a,,0,696,0.000,826.240,1.1871,
3,qwen2.5:3b,load,0,What is the capital of France?,11912.650,11912.816,165,131.4,36,2287.2,8,114.780,114.780,19.005,,44,0.4319270267289779,2.3755986470093786,n/a,,0,8,0.000,19.005,2.3756,
3,qwen2.5:3b,load,1,What year was the C programming language created?,11913.174,11913.391,217,126.7,38,2405.7,14,80.100,80.100,17.396,,52,0.33454425670890414,1.2425929534902154,n/a,,0,14,0.000,17.396,1.2426,
3,qwen2.5:3b,load,2,Name three planets in our solar system.,11913.709,11914.355,645,118.6,37,2442.2,60,72.470,86.760,46.812,,97,0.4826010758000619,0.7802050725434334,n/a,,0,60,0.000,46.812,0.7802,
3,qwen2.5:3b,load,3,What is 17 multiplied by 23?,11914.758,11915.401,643,118.8,40,2652.7,60,88.190,89.780,56.742,,100,0.5674187574993091,0.9456979291655152,n/a,,0,60,0.000,56.742,0.9457,
3,qwen2.5:3b,load,4,"Who wrote the novel ""1984""?",11915.811,11916.373,561,119.4,39,2520.1,51,87.845,89.150,49.345,,90,0.5482765345627292,0.9675468256989339,n/a,,0,51,0.000,49.345,0.9675,
3,qwen2.5:3b,load,5,Explain the difference between TCP and UDP in two sentences.,11916.866,11917.570,703,119.0,41,2700.2,66,80.935,82.050,56.964,,107,0.5323766423069523,0.8630954655582408,n/a,,0,66,0.000,56.964,0.8631,
3,qwen2.5:3b,load,6,What are the main advantages of using containers over virtua,11917.934,11922.617,4682,117.2,41,2664.5,497,119.980,131.030,561.852,,538,1.0443343311744557,1.1304866603055477,n/a,,0,497,0.000,561.852,1.1305,
3,qwen2.5:3b,load,7,Describe how HTTPS protects data in transit.,11922.699,11927.219,4520,115.7,37,2422.4,472,125.608,130.650,567.748,,509,1.1154176974360581,1.2028551016842237,n/a,,0,472,0.000,567.748,1.2029,
3,qwen2.5:3b,load,8,What is gradient descent and why is it used in machine learn,11927.431,11934.568,7137,112.0,42,2781.9,724,124.985,131.650,892.036,,766,1.1645383673779977,1.2320944605131854,n/a,,0,724,0.000,892.036,1.2321,
3,qwen2.5:3b,load,9,Summarise the causes of World War I in three bullet points.,11934.818,11936.855,2037,114.2,43,2739.3,204,114.293,130.220,232.836,,247,0.9426551547973415,1.1413520746810948,n/a,,0,204,0.000,232.836,1.1414,
3,qwen2.5:3b,load,10,Write a Python function that checks whether a given string i,11936.935,11941.332,4396,114.8,49,3151.8,451,125.267,129.810,550.772,,500,1.1015435352171865,1.2212234315046413,n/a,,0,451,0.000,550.772,1.2212,
3,qwen2.5:3b,load,11,Explain how a transformer neural network works. Cover attent,11941.663,11951.906,10243,115.1,48,3151.1,1083,127.610,132.870,1307.142,,1131,1.1557398423917786,1.2069637689243782,n/a,,0,1083,0.000,1307.142,1.2070,
3,qwen2.5:3b,load,12,Write a short story (about 200 words) about a robot who disc,11952.154,11956.198,4044,116.1,52,3361.4,422,122.919,130.540,497.138,,474,1.0488139908564393,1.178051733805574,n/a,,0,422,0.000,497.138,1.1781,
3,qwen2.5:3b,load,13,List and briefly explain ten common software design patterns,11956.355,11960.129,3773,111.5,45,2764.2,376,123.278,128.740,465.247,,421,1.1051005895179002,1.2373599685825427,n/a,,0,376,0.000,465.247,1.2374,
3,qwen2.5:3b,load,14,Describe the pros and cons of renewable energy sources: sola,11960.584,11967.185,6600,112.8,50,2966.8,675,121.973,130.630,805.092,,725,1.110472135563206,1.1927293307901101,n/a,,0,675,0.000,805.092,1.1927,
0,qwen2.5:7b,idle,-1,IDLE_BASELINE,11991.800,12002.322,10521,0,0,0,0,19.921,34.160,209.602,,0,0,0,n/a,,0,0,0,0,0,
1,qwen2.5:7b,load,0,What is the capital of France?,12002.322,12002.569,246,64.9,36,998.8,8,33.990,33.990,8.393,,44,0.1907396188793564,1.04906790383646,n/a,,0,8,0.000,8.393,1.0491,
1,qwen2.5:7b,load,1,What year was the C programming language created?,12002.853,12003.691,838,58.4,38,1543.4,41,63.095,80.380,52.877,,79,0.6693323856755137,1.289689230935746,n/a,,0,41,0.000,52.877,1.2897,
1,qwen2.5:7b,load,2,Name three planets in our solar system.,12003.920,12005.019,1099,58.3,37,1494.0,55,102.210,102.760,112.399,,92,1.2217271697897196,2.043616356739167,n/a,,0,55,0.000,112.399,2.0436,
1,qwen2.5:7b,load,3,What is 17 multiplied by 23?,12005.036,12006.101,1065,58.6,40,1638.0,54,123.983,124.290,132.073,,94,1.4050276464298619,2.4457888660075375,n/a,,0,54,0.000,132.073,2.4458,
1,qwen2.5:7b,load,4,"Who wrote the novel ""1984""?",12006.612,12007.941,1329,58.8,39,1604.7,69,98.790,121.740,131.303,,108,1.2157715953463353,1.902946844889916,n/a,,0,69,0.000,131.303,1.9029,
1,qwen2.5:7b,load,5,Explain the difference between TCP and UDP in two sentences.,12008.199,12009.024,824,59.2,41,1715.5,41,110.045,116.610,90.783,,82,1.1071074366517197,2.2142148733034395,n/a,,0,41,0.000,90.783,2.2142,
1,qwen2.5:7b,load,6,What are the main advantages of using containers over virtua,12009.249,12016.793,7543,57.0,41,1739.6,407,129.095,134.280,973.871,,448,2.173818447082651,2.392802614970584,n/a,,0,407,0.000,973.871,2.3928,
1,qwen2.5:7b,load,7,Describe how HTTPS protects data in transit.,12017.129,12025.040,7911,54.9,37,1503.5,412,128.294,135.940,1014.980,,449,2.2605353476812517,2.463544590070102,n/a,,0,412,0.000,1014.980,2.4635,
1,qwen2.5:7b,load,8,What is gradient descent and why is it used in machine learn,12025.123,12035.740,10617,56.5,42,1684.1,568,133.685,136.670,1419.413,,610,2.3269067394873564,2.498966744871985,n/a,,0,568,0.000,1419.413,2.4990,
1,qwen2.5:7b,load,9,Summarise the causes of World War I in three bullet points.,12036.194,12038.802,2608,57.4,43,1784.6,137,115.020,135.400,299.985,,180,1.6665814081795254,2.1896690034475514,n/a,,0,137,0.000,299.985,2.1897,
1,qwen2.5:7b,load,10,Write a Python function that checks whether a given string i,12038.836,12045.642,6805,57.4,49,2009.7,368,134.475,136.900,915.185,,417,2.1946883694872508,2.4869158969461513,n/a,,0,368,0.000,915.185,2.4869,
1,qwen2.5:7b,load,11,Explain how a transformer neural network works. Cover attent,12045.665,12065.555,19889,56.2,48,1985.0,1068,136.912,138.390,2723.180,,1116,2.440125440166368,2.5497939992749687,n/a,,0,1068,0.000,2723.180,2.5498,
1,qwen2.5:7b,load,12,Write a short story (about 200 words) about a robot who disc,12065.611,12070.460,4848,57.5,52,2131.7,261,134.894,137.950,654.088,,313,2.089738068922804,2.5060843508537842,n/a,,0,261,0.000,654.088,2.5061,
1,qwen2.5:7b,load,13,List and briefly explain ten common software design patterns,12070.881,12080.844,9963,56.4,45,1862.1,532,131.738,137.530,1312.538,,577,2.274761712301289,2.46717576691324,n/a,,0,532,0.000,1312.538,2.4672,
1,qwen2.5:7b,load,14,Describe the pros and cons of renewable energy sources: sola,12081.359,12094.128,12768,56.3,50,1939.4,685,132.740,137.880,1694.936,,735,2.306035270061957,2.4743590124022457,n/a,,0,685,0.000,1694.936,2.4744,
2,qwen2.5:7b,load,0,What is the capital of France?,12094.478,12094.713,235,65.3,36,1495.7,8,110.440,110.440,25.967,,44,0.5901641490873044,3.245902819980174,n/a,,0,8,0.000,25.967,3.2459,
2,qwen2.5:7b,load,1,What year was the C programming language created?,12095.007,12095.807,800,58.6,38,1569.5,39,86.190,92.640,68.953,,77,0.8954906585575565,1.76802001817774,n/a,,0,39,0.000,68.953,1.7680,
2,qwen2.5:7b,load,2,Name three planets in our solar system.,12096.056,12097.829,1772,57.8,37,1522.7,92,118.308,135.880,209.740,,129,1.625888284819857,2.2797781384974085,n/a,,0,92,0.000,209.740,2.2798,
2,qwen2.5:7b,load,3,What is 17 multiplied by 23?,12098.165,12099.263,1098,58.4,40,1568.2,55,107.583,121.910,118.181,,95,1.2440110426668771,2.148746346424606,n/a,,0,55,0.000,118.181,2.1487,
2,qwen2.5:7b,load,4,"Who wrote the novel ""1984""?",12099.752,12100.982,1229,58.1,39,1597.4,62,99.903,121.890,122.856,,101,1.2163936645427147,1.9815445180453901,n/a,,0,62,0.000,122.856,1.9815,
2,qwen2.5:7b,load,5,Explain the difference between TCP and UDP in two sentences.,12101.331,12102.300,968,58.1,41,1688.8,48,101.365,104.830,98.187,,89,1.1032247095243684,2.0455624822430996,n/a,,0,48,0.000,98.187,2.0456,
2,qwen2.5:7b,load,6,What are the main advantages of using containers over virtua,12102.382,12112.153,9770,56.2,41,1704.2,521,134.414,137.210,1313.361,,562,2.336940667605704,2.5208457873213157,n/a,,0,521,0.000,1313.361,2.5208,
2,qwen2.5:7b,load,7,Describe how HTTPS protects data in transit.,12112.417,12120.750,8333,56.5,37,1482.6,446,132.422,137.600,1103.507,,483,2.2846942242621147,2.4742316374856532,n/a,,0,446,0.000,1103.507,2.4742,
2,qwen2.5:7b,load,8,What is gradient descent and why is it used in machine learn,12120.829,12131.995,11165,56.8,42,1733.0,603,135.353,138.040,1511.262,,645,2.3430422567726046,2.5062392298811442,n/a,,0,603,0.000,1511.262,2.5062,
2,qwen2.5:7b,load,9,Summarise the causes of World War I in three bullet points.,12132.369,12135.202,2832,57.3,43,1781.1,149,121.520,136.290,344.194,,192,1.7926776369574462,2.310027559032414,n/a,,0,149,0.000,344.194,2.3100,
2,qwen2.5:7b,load,10,Write a Python function that checks whether a given string i,12135.516,12145.034,9517,55.3,49,2010.4,498,132.200,137.010,1258.186,,547,2.300157210126342,2.526477899476123,n/a,,0,498,0.000,1258.186,2.5265,
2,qwen2.5:7b,load,11,Explain how a transformer neural network works. Cover attent,12145.490,12164.021,18531,56.1,48,1938.1,994,134.276,138.500,2488.271,,1042,2.3879759571337176,2.5032906914822273,n/a,,0,994,0.000,2488.271,2.5033,
2,qwen2.5:7b,load,12,Write a short story (about 200 words) about a robot who disc,12164.393,12169.032,4638,56.0,52,2135.6,242,125.874,137.010,583.932,,294,1.986161672761397,2.412940214015912,n/a,,0,242,0.000,583.932,2.4129,
2,qwen2.5:7b,load,13,List and briefly explain ten common software design patterns,12169.116,12177.864,8748,54.8,45,1802.4,452,134.148,136.930,1173.574,,497,2.3613156927591947,2.5964024320825656,n/a,,0,452,0.000,1173.574,2.5964,
2,qwen2.5:7b,load,14,Describe the pros and cons of renewable energy sources: sola,12178.068,12193.546,15477,56.8,50,2022.5,835,135.304,138.160,2094.144,,885,2.36626480863853,2.507957312149819,n/a,,0,835,0.000,2094.144,2.5080,
3,qwen2.5:7b,load,0,What is the capital of France?,12193.800,12194.039,238,65.1,36,1487.0,8,118.310,118.310,28.233,,44,0.6416615852628961,3.5291387189459282,n/a,,0,8,0.000,28.233,3.5291,
3,qwen2.5:7b,load,1,What year was the C programming language created?,12194.339,12195.139,799,58.8,38,1539.1,39,85.485,91.970,68.381,,77,0.8880609036277711,1.7533510148548304,n/a,,0,39,0.000,68.381,1.7534,
3,qwen2.5:7b,load,2,Name three planets in our solar system.,12195.389,12195.790,400,59.6,37,1468.1,17,104.420,104.420,41.864,,54,0.7752646405482456,2.4626053288003096,n/a,,0,17,0.000,41.864,2.4626,
3,qwen2.5:7b,load,3,What is 17 multiplied by 23?,12195.917,12197.047,1130,56.0,40,1577.5,55,107.727,127.880,121.766,,95,1.2817525102230978,2.2139361540217144,n/a,,0,55,0.000,121.766,2.2139,
3,qwen2.5:7b,load,4,"Who wrote the novel ""1984""?",12197.530,12198.830,1300,56.0,39,1598.6,64,103.137,126.800,134.102,,103,1.301957626455363,2.0953380550765996,n/a,,0,64,0.000,134.102,2.0953,
3,qwen2.5:7b,load,5,Explain the difference between TCP and UDP in two sentences.,12199.146,12199.899,752,57.0,41,1628.0,35,106.280,110.190,79.991,,76,1.0525156074349644,2.28546246185878,n/a,,0,35,0.000,79.991,2.2855,
3,qwen2.5:7b,load,6,What are the main advantages of using containers over virtua,12200.219,12209.436,9217,56.2,41,1654.0,492,132.196,137.500,1218.521,,533,2.286155663639253,2.4766686356091907,n/a,,0,492,0.000,1218.521,2.4767,
3,qwen2.5:7b,load,7,Describe how HTTPS protects data in transit.,12209.710,12219.811,10101,56.4,37,1503.7,541,132.988,137.930,1343.394,,578,2.3242109355749,2.4831680605587656,n/a,,0,541,0.000,1343.394,2.4832,
3,qwen2.5:7b,load,8,What is gradient descent and why is it used in machine learn,12220.205,12232.202,11996,56.0,42,1749.4,635,132.935,137.430,1594.800,,677,2.3556871220853206,2.511496349057893,n/a,,0,635,0.000,1594.800,2.5115,
3,qwen2.5:7b,load,9,Summarise the causes of World War I in three bullet points.,12232.281,12235.116,2834,54.7,43,1690.6,142,130.285,135.240,369.327,,185,1.9963602409959462,2.6008918632693665,n/a,,0,142,0.000,369.327,2.6009,
3,qwen2.5:7b,load,10,Write a Python function that checks whether a given string i,12235.440,12243.879,8439,55.9,49,1918.8,446,131.488,137.320,1109.657,,495,2.2417318583294628,2.4880207844687985,n/a,,0,446,0.000,1109.657,2.4880,
3,qwen2.5:7b,load,11,Explain how a transformer neural network works. Cover attent,12244.345,12265.658,21313,55.5,48,1888.3,1132,134.419,138.680,2864.896,,1180,2.4278781681840518,2.530827065774895,n/a,,0,1132,0.000,2864.896,2.5308,
3,qwen2.5:7b,load,12,Write a short story (about 200 words) about a robot who disc,12265.859,12271.630,5770,56.6,52,2073.1,305,132.374,137.000,763.899,,357,2.139773087980782,2.5045868603578336,n/a,,0,305,0.000,763.899,2.5046,
3,qwen2.5:7b,load,13,List and briefly explain ten common software design patterns,12271.642,12280.101,8459,56.5,45,1860.4,450,135.439,137.190,1145.776,,495,2.3146987634783405,2.5461686398261745,n/a,,0,450,0.000,1145.776,2.5462,
3,qwen2.5:7b,load,14,Describe the pros and cons of renewable energy sources: sola,12280.613,12295.607,14993,55.5,50,2045.1,793,133.591,138.630,2003.038,,843,2.3760827379277383,2.5258987995877473,n/a,,0,793,0.000,2003.038,2.5259,
0,qwen3.5:0.8b,idle,-1,IDLE_BASELINE,12322.151,12332.683,10531,0,0,0,0,22.543,34.760,237.411,,0,0,0,on,api_param,0,0,0,0,0,
1,qwen3.5:0.8b,load,0,What is the capital of France?,12332.683,12342.630,9946,174.8,17,379.7,1596,91.709,99.670,912.156,,1613,0.5655026276415195,0.5715261518707838,on,api_param,1586,10,906.440,5.715,0.5715,
1,qwen3.5:0.8b,load,1,What year was the C programming language created?,12342.699,12375.518,32818,149.1,19,596.2,4601,92.060,102.790,3021.264,,4620,0.6539533227352362,0.6566538472151252,on,api_param,4601,0,3021.264,0.000,0.0000,
1,qwen3.5:0.8b,load,2,Name three planets in our solar system.,12375.854,12402.866,27012,168.8,18,337.2,4243,99.698,104.950,2693.059,,4261,0.6320251801497326,0.6347064088187628,on,api_param,4243,0,2693.059,0.000,0.0000,
